Tag,ContractID,ContractName,ContractTypeName,SalesRepID,SalesRepName,CustomerID,CustomerName,CustomerAddress,ProductID,VendorID,ListPrice,UOM,Description,ContractPrice
2,1064,BUSINESS,Base,19,FA - LOCAL,10761,FEATHERS S3,"KAUFMAN ASTORIA STUDIOS - ""DICKINSON"" S2 - STAGE K34-37 36TH STREET ASTORIA, NY 11106",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10765,HORIZON SCRIPTED TELEVISION,"THE FLIGHT ATTENDANT - SEASON 1266 MESEROLE AVENUE, 4M BROOKLYN, NY 11222",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10769,KIRBY FORENSIC PSYCHATRIC CENTER,"600 EAST 125TH STREET NEW YORK, NY 10035",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10772,LA CROSS PHARMACY,"530 EAST 138TH STREET BRONX, NY 10454",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10773,LIGHTSTONE GROUP,"1985 CEDAR BRIDGE AVE LAKEWOOD, NJ 08701",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10774,LIGHTSTONE GROUP LAKEWOOD,"1985 CEDAR BRIDGE AVE - SUITE 1 LAKEWOOD, NJ 08701",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10775,LITTLE LEARNING INC,"4 EAST 81ST STREET NEW YORK, NY 10028",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10789,PRESTIGE TOWEL & SUPPLY CO,"5-14 51ST AVE LONG ISLAND CITY, NY 11101",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10792,RCN TELECOMMUNICATION LONG ISLAND CITY,"RCN TELECOMMUNICATION LIC33-16 WOODSIDE AVENUE LONG ISLAND CITY, NY 11101",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10815,THOMSAN COMPANY,"306 WEST 37TH STREET NEW YORK, NY 10018",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10817,UNITED ELECTRIC POWER,"POWER-FLO TECHNOLOGIES - DBA UNITED ELECTRIC POWER270 PARK AVENUE GARDEN CITY PARK, NY 11040",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10822,VINYL MATERIAL,"365 BAYSHORE ROAD DEER PARK, NY 11729",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10887,12 PELL,"12 PELL STREET NEW YORK, NY 10013",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10888,ABLE ROLLING STEEL DOOR,"9 ROMANELLI AVENUE SOUTH HACKENSACK, NJ 07606",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10889,ADDISON DESIGN,"48 WALL STREET- 9TH FLOOR NEW YORK, NY 10005",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10892,ALLWOOD PLAY AND LEARN,"94 CHELSEA ROAD CLIFTON, NJ 07012",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10902,DAVID R CONSTRUCTION,"2412 65TH STREET BROOKLYN, NY 11204",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10905,EMPIRE STATE HEATING AND COOLING,"25 JOSEPH STREET MANALAPAN, NJ 07726",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10906,GAPSTOW CAPITAL PARTNERS LP,"654 MADISON AVE #601 NEW YORK, NY 10065",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10911,ISLAND EATS,"2225 TILDEN AVENUE BROOKLYN, NY 11226",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10916,KELLER WILLIAMS REALTY MONMOUTH,"353 NORTH COUNTY LINE ROAD JACKSON, NJ 08527",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10917,KISKA CONSTRUCTION,"43-10 11TH STREET - 2ND FLOOR LONG ISLAND CITY, NY 11101",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10918,L'APPARTMENT HAIR BOUDOIR,"5 EAST 57TH STREET - 7TH FLOOR NEW YORK, NY 10022",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10919,LATE NIGHT DELI INC,"905 METROPOLITAN AVENUE BROOKLYN, NY 11211",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10923,MAXELLI ENTERPRISE,"463 SUMMIT AVENUE - SUITE 1K CEDARHURST, NY 11516",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10924,MCKINSEY & COMPANY INC.,"3 WORLD TRADE CENTER175 GREENWICH STREET NEW YORK, NY 10007",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10925,MODERN SPACES,"1027 46TH AVENUE - 4TH FLOOR LONG ISLAND CITY, NY 11101",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10929,NYPD TRAFFIC,"66 JOHN STREET - 5TH FLOOR NEW YORK, NY 10038",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10930,ONDECK CAPITAL NYC,"1400 BROADWAY - 25TH FLOOR NEW YORK, NY 10018",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10933,PREMIERE ORAL SURGERY GROUP,"617 E PALISADE AVE ENGLEWOOD CLIFFS, NJ 07632",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10934,"PRISTINEHD, LLC","P.O. BOX 302 CEDARHURST, NY 11516",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10935,PSARI SEAFOOD RESTAURANT & BAR,"32-10 36TH AVENUE ASTORIA, NY 11106",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10936,RIVERHEAD AUTO MALL,"1800 OLD COUNTRY ROAD #3115 RIVERHEAD, NY 11901",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10947,UNITED METRO ENERGY CORP.,"500 KINGSLAND AVENUE BROOKLYN, NY 11222",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10949,VANESSA'S DUMPLING HOUSE,"310 BEDFORD AVE BROOKLYN, NY 11249",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,10983,SWISS RE MANAGEMENT,"1301 6TH AVENUE44TH FLOOR NEW YORK, NY 10019",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11087,TONG BROOKLYN,"321 STARR STREET BROOKLYN, NY 11237",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11120,"SHEMIRAN CO, LLC","SALON REALTY CORP418 EAST 88TH STREET NEW YORK, NY 10128",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11136,W.H. CHRISTIAN & SONS,"22-28 FRANKLIN STREET BROOKLYN, NY 11222",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11231,"DZIDZI AND SON, LLC","34-17 30TH AVENUE ASTORIA, NY 11103",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11249,KEELY'S CLEANING SERVICES,"81-03 258TH ST GLEN OAKS, NY 11004",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11464,EL FARO SDA CHURCH,"171 WILSON AVE BROOKLYN, NY 11237",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11522,INSOURCE SUPPLIES,"85 BROAD STREET29TH FLOOR NEW YORK, NY 10004",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11548,SHAWARMA VS FALAFEL CORP,"250 BROOME STREET NEW YORK, NY 10002",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11569,THE IVORY PEACOCK,"38 WEST 26TH STREET NEW YORK, NY 10010",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11594,KANE ENTERPRISES,"643 GRANT AVENUE MAYWOOD, NJ 07607",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11656,WALKING BILLBOARD PROMOTIONS,"165 LEFFERTS ROAD WOODMERE, NY 11598",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11667,IGON CONSTRUCTION,"19 BRADL LANE NANUET, NY 10954",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11668,FRESCO'S GRAND CANTINA,"28-50 31ST STREET QUEENS, NY 11102",,,,,,
2,1064,BUSINESS,Base,19,FA - LOCAL,11768,LIGHTHOUSE EVENT STAFFING LLC,"447 BROADWAY SUITE 278 NEW YORK, NY 10013",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,10633,"NY HEARTH CABINET CO., INC.","250 W 26TH STREET NEW YORK, NY 10001",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,10719,BELOW THE LINE PRODUCTION SUPPLY,"73 PROVOST STREET BROOKLYN, NY 11222",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,10720,"ONYX ELECTRONICS, INC.","34092 VIOLET LANTERN - SUITE 200 DANA POINT, CA 92629",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,11765,NEW YORK BARIATRIC GROUP,"125 MINEOLA  AVENUESUITE #200 ROSLYN HEIGHTS, NY 11577",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,11770,BALLY RIBBON MILLS,"23 NORTH 7TH STREET BALLY, PA 19503",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,11789,EDWARDS CONSTRUCTION,"600 S 74TH PL RIDGEFIELD, WA 98642",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,11925,MAJIK CLEANING SERVICE,"299 BROADWAYSUITE #1610 NEW YORK, NY 10007",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,12262,"CLEMENTINE APPAREL, INC","498 CENTRAL AVENUE CEDARHURST, NY 11516",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,12307,SHOU SUGI BAN HOUSE,"337 MONTAUK HWY WATER MILL, NY 11976",,,,,,
2,1064,BUSINESS,Base,2,TOM D.,100200,FRANKLIN COUNTY SCHOOL DISTRICT,"51 WEST RIVER ROAD LOUISBURG, NY 27549",,,,,,
2,1064,BUSINESS,Base,20,FA - REMOTE,10118,GIBSON DUNN BEIJING CHINA,"GIBSON DUNN & CRUTCHER LLP333 SOUTH GRAND AVE LOS ANGELES, CA 90071",,,,,,
2,1064,BUSINESS,Base,20,FA - REMOTE,10119,GIBSON DUNN BELGIUM,"GIBSON DUNN & CRUTCHER LLP333 SOUTH GRAND AVE LOS ANGELES, CA 90071",,,,,,
2,1064,BUSINESS,Base,20,FA - REMOTE,10120,GIBSON DUNN CENTURY CITY,"GIBSON DUNN & CRUTCHER LLP333 SOUTH GRAND AVE LOS ANGELES, CA 90071",,,,,,
2,1064,BUSINESS,Base,20,FA - REMOTE,10121,GIBSON DUNN DALLAS,"GIBSON DUNN & CRUTCHER LLP333 SOUTH GRAND AVE LOS ANGELES, CA 90071",,,,,,
2,1064,BUSINESS,Base,20,FA - REMOTE,10122,GIBSON DUNN DENVER,"GIBSON DUNN & CRUTCHER LLP333 SOUTH GRAND AVE LOS ANGELES, CA 90071",,,,,,
2,1064,BUSINESS,Base,20,FA - REMOTE,10123,GIBSON DUNN DUBAI,"GIBSON DUNN & CRUTCHER LLP333 SOUTH GRAND AVE LOS ANGELES, CA 90071",,,,,,
2,1064,BUSINESS,Base,20,FA - REMOTE,10124,GIBSON DUNN FRANKFURT,"GIBSON DUNN & CRUTCHER LLP333 SOUTH GRAND AVE LOS ANGELES, CA 90071",,,,,,
